serialnumber,CruiseNumber,day,month,year,time,fecha3,Site,STATION,latitude,longitude,CTD,Depth,Fucoxanthin,Peridinin,Alloxanthin,19'-Butanoyloxyfucoxanthin,19'-Hexanoyloxyfucoxanthin,Zeaxanthin,TChlb,Divinyl_Chlorophyll_a,Chla,Tchla,DP_Uitz2006,[%Micro_Uitz],[%Nano_Uitz],[%Pico_Uitz],[MicroChl_Uitz],[NanoChl_Uitz],[PicoChl_Uitz],DP_CNR2017,[%Micro_CNR2017],[%Nano_CNR2017],[%Pico_CNR2017],Diatoms_Chl,Dinofl_Chl,Crypto_Chl,Prymnesio_Chl,Cocco_Chl,Cyanobac_Chl,Picoeukar_Chl
365,23,28,6,2003,18.75,2003-06-28,boussole,B0603-Q32,43.372,7.894,NA,5,0.003,0.004,0,0.005,0.017,0.02,0.003,0,0.071,0.071,0.0534,18.4693,43.6751,37.8555,0.0131,0.031,0.0269,0.0728,15.7627,31.4568,52.7804,0.005619948,0.007493263,0,0.002325037,0.028684319,0.022851796,0.004025636
366,23,28,6,2003,18.75,2003-06-28,boussole,B0603-Q33,43.372,7.894,NA,5,0.003,0.004,0.001,0.006,0.019,0.021,0.004,0,0.072,0.072,0.0588,16.7857,45.6293,37.585,0.0121,0.0329,0.0271,0.0811,14.1501,35.1781,50.6718,0.005179592,0.006906122,0.000734694,0.002571429,0.029546939,0.022114286,0.004946939
367,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0101,43.367,7.902,1,199,0.001,0,0,0,0,0,0,0,0.003,0.003,0.0014,100,0,0,0.003,0,0,0.0016,100,0,0,0.003,0,0,0,0,0,0
368,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0102,43.367,7.902,1,150,0.003,0,0,0,0.001,0,0,0,0.006,0.006,0.0055,76.9091,23.0909,0,0.0046,0.0014,0,0.006,80.2676,19.7324,0,0.004614545,0,0,0,0.001385455,0,0
369,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0103,43.367,7.902,1,100,0.018,0,0,0.019,0.017,0,0.004,0,0.06,0.06,0.0577,44.0166,48.9768,7.0066,0.0264,0.0294,0.0042,0.0632,45.5624,48.8688,5.5687,0.02640999,0,0,0.006919875,0.022466181,0,0.004203954
370,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0104,43.367,7.902,1,79,0.05,0,0.002,0.064,0.062,0.005,0.04,0,0.234,0.246,0.2175,32.4078,47.0442,20.5479,0.0797,0.1157,0.0505,0.2392,33.4462,48.0957,18.4581,0.079723269,0,0.001356992,0.025330514,0.08904128,0.004862554,0.045685391
371,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0105,43.367,7.902,1,59,0.054,0.015,0.005,0.092,0.152,0.046,0.08,0,0.542,0.547,0.4459,21.8193,51.1875,26.9932,0.1194,0.28,0.1477,0.5095,21.8748,48.1462,29.979,0.093405504,0.025945973,0.00368028,0.039501671,0.236813743,0.048530624,0.099122205
372,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0106,43.367,7.902,1,50,0.051,0.018,0.007,0.097,0.371,0.071,0.082,0,0.741,0.744,0.7505,12.9635,67.865,19.1715,0.0964,0.5049,0.1426,0.8229,13.5694,62.2168,24.2137,0.071288145,0.025160522,0.00416368,0.033656411,0.467095471,0.060531972,0.082103799
373,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0107,43.367,7.902,1,39,0.041,0.03,0.004,0.098,0.131,0.026,0.032,0,0.429,0.429,0.3579,27.9746,56.7457,15.2797,0.12,0.2434,0.0655,0.4116,28.1071,53.746,18.1469,0.069302213,0.050708936,0.002877103,0.041118594,0.199443162,0.026805008,0.038744984
374,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0108,43.367,7.902,1,25,0.024,0.029,0.003,0.049,0.05,0.01,0.015,0,0.243,0.243,0.1809,41.3033,45.5701,13.1266,0.1004,0.1107,0.0319,0.213,40.7729,44.6234,14.6037,0.045449179,0.054917758,0.00241751,0.023033494,0.085284364,0.011550323,0.020347372
375,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0109,43.367,7.902,1,20,0.021,0.02,0.002,0.034,0.039,0.01,0.015,0,0.193,0.193,0.1442,40.0929,43.4357,16.4713,0.0774,0.0838,0.0318,0.1689,39.6684,41.9183,18.4133,0.039633331,0.03774603,0.001606214,0.015928289,0.066296484,0.0115112,0.020278452
376,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0110,43.367,7.902,1,9,0.008,0.005,0.002,0.011,0.017,0.016,0.006,0,0.088,0.088,0.0648,28.2914,41.1175,30.5911,0.0249,0.0362,0.0269,0.0868,24.3664,36.5553,39.0783,0.015320883,0.009575552,0.001629881,0.005229202,0.029324278,0.018689304,0.0082309
377,23,27,6,2003,10.2,2003-06-27,boussole,B0603-0111,43.367,7.902,1,5,0.006,0.005,0.002,0.008,0.017,0.02,0.005,0,0.083,0.083,0.0634,24.483,40.3946,35.1223,0.0203,0.0335,0.0292,0.0882,20.3584,34.0479,45.5937,0.011084136,0.00923678,0.001572218,0.003668508,0.028286819,0.022535122,0.006616417
378,23,27,6,2003,15.08,2003-06-27,boussole,B0603-0201,43.368,7.902,2,11,0.005,0.002,0.002,0.006,0.012,0.017,0.003,0,0.065,0.065,0.0461,21.4286,40.2518,38.3196,0.0139,0.0262,0.0249,0.0674,16.8274,34.1,49.0726,0.00994898,0.003979592,0.001693443,0.002963526,0.02150673,0.020631785,0.004275944
379,23,27,6,2003,15.08,2003-06-27,boussole,B0603-0202,43.368,7.902,2,11,0.005,0.002,0.002,0.006,0.011,0.016,0.002,0,0.058,0.058,0.0429,22.9963,40.2377,36.7661,0.0133,0.0233,0.0213,0.0635,17.847,34.3091,47.8439,0.009527027,0.003810811,0.001621622,0.002837838,0.018878378,0.018594595,0.00272973
380,23,27,6,2003,15.08,2003-06-27,boussole,B0603-0203,43.368,7.902,2,11,0.005,0.002,0.001,0.006,0.011,0.017,0.003,0,0.059,0.059,0.0442,22.3354,37.7235,39.9412,0.0132,0.0223,0.0236,0.0635,17.8555,30.074,52.0705,0.009412763,0.003765105,0.000801086,0.002803802,0.018651957,0.019519801,0.004045485
381,23,28,6,2003,15.08,2003-06-28,boussole,B0603-0205,43.368,7.902,2,5,0.004,0.004,0.001,0.006,0.02,0.024,0.004,0,0.077,0.077,0.0641,17.6085,43.8651,38.5264,0.0136,0.0338,0.0297,0.0893,14.6505,33.2885,52.0609,0.006779269,0.006779269,0.000721199,0.002524196,0.030530752,0.024809241,0.004856072
382,23,28,6,2003,15.08,2003-06-28,boussole,B0603-0205,43.368,7.902,2,5,0.004,0.003,0.001,0.006,0.021,0.022,0.003,0,0.076,0.076,0.0612,16.1301,47.998,35.8719,0.0123,0.0365,0.0273,0.0843,13.5302,36.6418,49.8281,0.007005066,0.0052538,0.00074522,0.002608269,0.03312502,0.023499265,0.00376336
383,23,28,6,2003,15.08,2003-06-28,boussole,B0603-0206,43.368,7.902,2,5,0.004,0.004,0.001,0.006,0.021,0.025,0.004,0,0.078,0.078,0.0662,17.0418,44.3723,38.5859,0.0133,0.0346,0.0301,0.0923,14.1789,33.4959,52.3252,0.006646321,0.006646321,0.000707055,0.002474694,0.031428615,0.025336153,0.00476084
384,23,28,6,2003,17.5,2003-06-28,boussole,B0603-0801,43.367,7.902,8,10,0.008,0.005,0.001,0.011,0.017,0.015,0.006,0,0.087,0.087,0.0633,28.9436,41.118,29.9384,0.0252,0.0358,0.026,0.0823,25.6955,35.2691,39.0354,0.015495973,0.009684983,0.000824254,0.005288963,0.029659403,0.017721459,0.008324964
385,23,28,6,2003,17.5,2003-06-28,boussole,B0603-0802,43.367,7.902,8,10,0.008,0.005,0.001,0.011,0.017,0.014,0.004,0,0.083,0.083,0.0605,30.3226,43.0769,26.6005,0.0252,0.0358,0.0221,0.0788,26.8537,36.8588,36.2875,0.015487841,0.009679901,0.000823821,0.005286187,0.029643838,0.016531348,0.005547064
386,23,28,6,2003,17.5,2003-06-28,boussole,B0603-0803,43.367,7.902,8,10,0.004,0.002,0.001,0.006,0.014,0.019,0.003,0,0.066,0.066,0.0483,17.5119,42.3929,40.0952,0.0116,0.028,0.0265,0.069,14.1098,32.7973,53.0929,0.007705237,0.003852619,0.000819706,0.002868971,0.024290623,0.022323329,0.004139516
387,23,28,6,2003,17.5,2003-06-28,boussole,B0603-0805,43.367,7.902,8,5,0.005,0.003,0.001,0.007,0.015,0.019,0.004,0,0.072,0.072,0.0538,20.9821,41.1086,37.9092,0.0151,0.0296,0.0273,0.0749,17.3629,32.5504,50.0867,0.009441964,0.005665179,0.000803571,0.00328125,0.025513393,0.021883929,0.005410714
388,23,28,6,2003,17.5,2003-06-28,boussole,B0603-0805,43.367,7.902,8,5,0.006,0.003,0.001,0.008,0.018,0.019,0.004,0,0.073,0.073,0.0593,21.3888,44.2609,34.3502,0.0156,0.0323,0.0251,0.0806,18.1176,35.3423,46.5402,0.010409236,0.005204618,0.000738244,0.003445137,0.028127086,0.020104837,0.004970841
389,23,28,6,2003,17.5,2003-06-28,boussole,B0603-0806,43.367,7.902,8,5,0.004,0.002,0.001,0.006,0.014,0.02,0.003,0,0.066,0.066,0.0492,17.2056,41.6514,41.143,0.0114,0.0275,0.0272,0.0708,13.7532,31.9684,54.2785,0.00757047,0.003785235,0.000805369,0.002818792,0.023865772,0.023087248,0.004067114
390,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0901,43.368,7.902,9,408,0.003,0.003,0.001,0.005,0.012,0.019,0.003,0,0.064,0.064,0.0454,18.6262,38.7274,42.6464,0.0119,0.0248,0.0273,0.0662,14.8254,29.7869,55.3876,0.00596037,0.00596037,0.000845443,0.002465874,0.02147424,0.023024218,0.004269485
391,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0902,43.368,7.902,9,150,0.003,0.013,0,0.005,0.018,0.026,0.004,0,0.097,0.097,0.0736,30.6647,33.4511,35.8842,0.0297,0.0324,0.0348,0.1007,26.3362,23.932,49.7318,0.005577137,0.024167595,0,0.002307326,0.030140275,0.029481038,0.005326628
392,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0903,43.368,7.902,9,120,0.003,0.002,0.001,0.006,0.011,0.014,0.003,0,0.059,0.059,0.0388,18.1748,42.975,38.8502,0.0107,0.0254,0.0229,0.0549,14.8162,34.7652,50.4186,0.006433875,0.00428925,0.000912606,0.003194122,0.021248518,0.018312967,0.004608662
393,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0904,43.368,7.902,9,99,0.028,0,0.001,0.024,0.031,0.001,0.011,0,0.104,0.104,0.0998,39.5512,48.4572,11.9916,0.0411,0.0504,0.0125,0.1092,41.0144,48.4848,10.5008,0.04113324,0,0.000625125,0.008751753,0.041018634,0.000896013,0.011575235
394,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0904,43.368,7.902,9,99,0.028,0,0.001,0.024,0.031,0.001,0.011,0,0.104,0.104,0.0998,39.5512,48.4572,11.9916,0.0411,0.0504,0.0125,0.1092,41.0144,48.4848,10.5008,0.04113324,0,0.000625125,0.008751753,0.041018634,0.000896013,0.011575235
395,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0905,43.368,7.902,9,79,0.01,0,0,0.011,0.008,0,0,0,0.037,0.037,0.0281,50.1601,49.8399,0,0.0186,0.0184,0,0.0317,50.4573,49.5427,0,0.018559232,0,0,0.005067592,0.013373177,0,0
396,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0906,43.368,7.902,9,71,0.044,0,0.001,0.05,0.057,0.004,0.033,0,0.196,0.196,0.1893,32.7734,47.8024,19.4242,0.0642,0.0937,0.0381,0.2051,34.3314,48.0152,17.6534,0.064235816,0,0.000621236,0.018119387,0.074952139,0.003561754,0.034509667
397,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0907,43.368,7.902,9,60,0.068,0.014,0.004,0.094,0.142,0.021,0.082,0,0.446,0.446,0.4321,26.7552,49.9005,23.3443,0.1193,0.2226,0.1041,0.4739,27.8937,48.9459,23.1604,0.098955153,0.02037312,0.002476975,0.0339552,0.186124034,0.018639237,0.085476281
398,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0908,43.368,7.902,9,40,0.049,0.026,0.004,0.116,0.24,0.033,0.049,0,0.589,0.589,0.5314,19.8995,65.4473,14.6532,0.1172,0.3855,0.0863,0.5841,20.8549,61.6507,17.4944,0.076575985,0.040632155,0.002660043,0.044999059,0.337825449,0.031455007,0.054852301
399,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0909,43.368,7.902,9,21,0.011,0.012,0.001,0.022,0.035,0.008,0.014,0,0.152,0.152,0.1062,30.5367,49.6704,19.7928,0.0464,0.0755,0.0301,0.1208,31.1538,46.7969,22.0493,0.02219887,0.024216949,0.000858757,0.011020716,0.063619586,0.009847081,0.020238041
400,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0910,43.368,7.902,9,10,0.007,0.004,0.001,0.012,0.021,0.014,0.007,0,0.102,0.102,0.0661,23.468,47.6169,28.9151,0.0239,0.0486,0.0295,0.0834,21.4337,41.1412,37.4251,0.015232864,0.008704494,0.00092601,0.00648207,0.041161144,0.018581934,0.010911484
401,23,29,6,2003,6.58,2003-06-29,boussole,B0603-0911,43.368,7.902,9,5,0.003,0.003,0.001,0.006,0.022,0.024,0.004,0,0.089,0.089,0.0638,13.2643,48.0401,38.6955,0.0118,0.0428,0.0344,0.0884,11.1011,36.3019,52.597,0.005902634,0.005902634,0.000837253,0.002930386,0.038988084,0.028801505,0.005637504
402,23,29,6,2003,14.88,2003-06-29,boussole,B06030001,43.368,7.902,10,10,0.002,0.001,0.001,0.004,0.01,0.013,0.004,0,0.054,0.054,0.0342,12.3865,43.0454,44.5681,0.0067,0.0232,0.0241,0.0484,10.0537,34.6408,55.3055,0.004459151,0.002229575,0.000948755,0.002213763,0.020081991,0.017678477,0.006388287
403,23,29,6,2003,14.88,2003-06-29,boussole,B06030002,43.368,7.902,10,10,0.003,0.001,0.001,0.005,0.012,0.014,0.004,0,0.06,0.06,0.0393,14.3475,44.7469,40.9056,0.0086,0.0268,0.0245,0.0548,11.8152,35.9934,52.1914,0.006456372,0.002152124,0.000915798,0.002671076,0.023261257,0.018377003,0.00616637
404,23,29,6,2003,14.88,2003-06-29,boussole,B06030005,43.368,7.902,10,5,0.003,0.014,0.001,0.005,0.018,0.023,0.003,0,0.097,0.097,0.072,33.2963,35.0188,31.685,0.0323,0.034,0.0307,0.0988,28.528,27.1209,44.3511,0.005699542,0.026597861,0.000808446,0.002357966,0.030801778,0.026651757,0.00408265
405,23,29,6,2003,14.88,2003-06-29,boussole,B06030005,43.368,7.902,10,5,0.003,0.014,0.001,0.005,0.02,0.025,0.004,0,0.1,0.1,0.0773,31.0251,35.9177,33.0572,0.031,0.0359,0.0331,0.1056,26.6856,27.6042,45.7102,0.005475019,0.025550091,0.000776598,0.002265079,0.032876003,0.027828113,0.005229097
406,24,13,7,2003,10.6,2003-07-13,boussole,B0703-Q11,43.373,7.907,NA,5,0.003,0.005,0,0.004,0.011,0.015,0.003,0,0.06,0.06,0.0426,26.4913,36.0968,37.4119,0.0159,0.0217,0.0224,0.0579,22.7116,26.3558,50.9326,0.005960545,0.009934241,0,0.001972757,0.019685298,0.018177548,0.00426961
407,24,13,7,2003,10.6,2003-07-13,boussole,B0703-Q12,43.373,7.907,NA,5,0.003,0.005,0,0.003,0.011,0.015,0.003,0,0.059,0.059,0.0422,26.7109,35.5671,37.722,0.0158,0.021,0.0223,0.0573,22.9374,25.6236,51.439,0.00590978,0.009849633,0,0.001466967,0.019517641,0.018022733,0.004233247
408,24,13,7,2003,10.6,2003-07-13,boussole,B0703-Q13,43.373,7.907,NA,5,0.003,0.005,0,0.004,0.012,0.015,0.003,0,0.06,0.06,0.0439,25.7241,37.9475,36.3284,0.0154,0.0228,0.0218,0.0591,22.258,27.8267,49.9154,0.005787913,0.009646522,0,0.001915621,0.020852908,0.017651083,0.004145952
409,24,13,7,2003,10.97,2003-07-13,boussole,B0703-Q22,43.363,7.901,NA,5,0.004,0.012,0.001,0.005,0.022,0.018,0.004,0,0.107,0.107,0.0724,31.1731,41.8544,26.9725,0.0334,0.0448,0.0289,0.0937,28.2207,33.6322,38.1471,0.008338814,0.025016443,0.000887108,0.002587398,0.041309659,0.022887384,0.005973193
410,24,13,7,2003,10.97,2003-07-13,boussole,B0703-Q23,43.363,7.901,NA,5,0.003,0.012,0.001,0.004,0.021,0.017,0.005,0,0.102,0.102,0.0695,30.436,41.2577,28.3062,0.031,0.0421,0.0289,0.0894,27.7759,33.2774,38.9467,0.006208951,0.024835804,0.000880702,0.002054972,0.039147215,0.021459778,0.007412577
411,24,13,7,2003,11.35,2003-07-13,boussole,B0703-Q31,43.373,7.895,NA,5,0.003,0.005,0.001,0.004,0.013,0.016,0.003,0,0.064,0.064,0.0466,24.2164,39.7381,36.0455,0.0155,0.0254,0.0231,0.0648,20.3089,31.3822,48.3089,0.005811936,0.009686561,0.000824388,0.001923572,0.022684414,0.018905968,0.00416316
412,24,13,7,2003,11.35,2003-07-13,boussole,B0703-Q32,43.373,7.895,NA,5,0.003,0.005,0.001,0.004,0.012,0.016,0.002,0,0.066,0.066,0.0443,25.4628,38.9165,35.6208,0.0168,0.0257,0.0235,0.0627,20.9762,30.5312,48.4926,0.006302032,0.010503386,0.000893905,0.002085779,0.022705192,0.020500226,0.003009481
413,24,13,7,2003,11.35,2003-07-13,boussole,B0703-Q33,43.373,7.895,NA,5,0.002,0.004,0,0.003,0.009,0.014,0.003,0,0.057,0.057,0.036,23.4935,34.657,41.8495,0.0134,0.0198,0.0239,0.0499,19.7956,24.7045,55.4999,0.00446376,0.00892752,0,0.001662038,0.018092474,0.019058039,0.004796168
414,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0101,43.369,7.902,1,200,0.001,0,0,0,0.001,0,0,0,0.004,0.004,0.0027,52.6119,47.3881,0,0.0021,0.0019,0,0.0028,57.554,42.446,0,0.002104478,0,0,0,0.001895522,0,0
415,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0102,43.369,7.902,1,149,0.002,0,0,0.001,0.001,0,0,0,0.006,0.006,0.0044,63.5135,36.4865,0,0.0038,0.0022,0,0.005,64.6465,35.3535,0,0.003810811,0,0,0.000472973,0.001716216,0,0
416,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0103,43.369,7.902,1,120,0.008,0,0,0.007,0.005,0,0,0,0.023,0.023,0.0201,56.1753,43.8247,0,0.0129,0.0101,0,0.0227,56.4125,43.5875,0,0.012920319,0,0,0.002806275,0.007273406,0,0
417,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0104,43.369,7.902,1,100,0.025,0,0,0.021,0.023,0.001,0.009,0,0.075,0.075,0.0818,43.114,44.7162,12.1698,0.0323,0.0335,0.0091,0.0888,45.0349,44.0329,10.9322,0.032335494,0,0,0.006742295,0.026794887,0.000788894,0.00833843
418,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0105,43.369,7.902,1,70,0.063,0.012,0,0.063,0.082,0.015,0.076,0,0.305,0.305,0.3216,32.8825,39.2382,27.8794,0.1003,0.1197,0.085,0.3472,34.8001,38.207,26.9929,0.084244869,0.016046642,0,0.020911847,0.098764614,0.012234142,0.072797886
419,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0106,43.369,7.902,1,50,0.058,0.032,0.009,0.105,0.501,0.059,0.186,0,0.911,0.911,1.0439,12.1561,64.9877,22.8562,0.1107,0.592,0.2082,1.0909,13.4059,61.908,24.686,0.071367135,0.039374971,0.00471243,0.032070705,0.555255163,0.044279389,0.163940206
420,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0107,43.369,7.902,1,40,0.035,0.026,0.005,0.071,0.314,0.051,0.092,0,0.573,0.573,0.6494,13.2441,65.694,21.0619,0.0759,0.3764,0.1207,0.6962,14.2812,60.9759,24.7429,0.043542777,0.032346063,0.002646977,0.021925795,0.35185387,0.038698808,0.08198571
421,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0108,43.369,7.902,1,30,0.017,0.018,0.003,0.039,0.138,0.029,0.037,0,0.31,0.31,0.3024,16.3211,63.0717,20.6072,0.0506,0.1955,0.0639,0.3349,17.0976,57.6799,25.2225,0.024574859,0.026020439,0.001845421,0.013994444,0.179682508,0.025569336,0.038312994
422,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0109,43.369,7.902,1,20,0.008,0.011,0.002,0.016,0.053,0.014,0.013,0,0.153,0.153,0.1261,21.2501,58.7848,19.9651,0.0325,0.0899,0.0305,0.1447,21.5367,53.244,25.2194,0.013689538,0.018823114,0.001456334,0.006796224,0.081688189,0.014611882,0.015934719
423,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0110,43.369,7.902,1,10,0.005,0.005,0.001,0.01,0.031,0.014,0.008,0,0.091,0.091,0.0777,18.1491,55.9531,25.8978,0.0165,0.0509,0.0236,0.0934,17.4997,48.143,34.3573,0.00825782,0.00825782,0.000702793,0.004099627,0.046114944,0.014102716,0.009464281
424,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0110,43.369,7.902,1,10,0.005,0.005,0.001,0.009,0.03,0.014,0.008,0,0.092,0.092,0.0761,18.5356,55.0151,26.4493,0.0171,0.0506,0.0243,0.0917,17.8338,47.1531,35.0131,0.008526357,0.008526357,0.000725647,0.003809649,0.046078612,0.014561325,0.009772052
425,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0110,43.369,7.902,1,10,0.005,0.005,0.001,0.009,0.031,0.015,0.008,0,0.094,0.094,0.0782,18.0307,55.1407,26.8286,0.0169,0.0518,0.0252,0.0947,17.2742,46.9202,35.8056,0.008474425,0.008474425,0.000721228,0.003786445,0.047324552,0.015506394,0.009712532
426,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0111,43.369,7.902,1,6,0.003,0.003,0.001,0.004,0.013,0.012,0.003,0,0.054,0.054,0.0403,20.9821,45.9077,33.1101,0.0113,0.0248,0.0179,0.0543,18.0829,37.4562,44.4608,0.005665179,0.005665179,0.000803571,0.001875,0.022111607,0.013821429,0.004058036
427,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0111,43.369,7.902,1,6,0.003,0.003,0.001,0.004,0.013,0.011,0.004,0,0.053,0.053,0.0405,20.9044,45.7376,33.358,0.0111,0.0242,0.0177,0.0533,18.3915,38.0952,43.5133,0.005539659,0.005539659,0.000785767,0.001833457,0.021621695,0.01238893,0.005290833
428,24,13,7,2003,7.98,2003-07-13,boussole,B0703-0111,43.369,7.902,1,6,0.003,0.003,0.001,0.004,0.012,0.011,0.004,0,0.052,0.052,0.0392,21.5816,43.9796,34.4388,0.0112,0.0229,0.0179,0.0522,18.8075,36.6948,44.4977,0.005611224,0.005611224,0.000795918,0.001857143,0.020216327,0.01254898,0.005359184
429,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0201,43.367,7.902,2,200,0.002,0,0,0,0.001,0,0,0,0.004,0.004,0.0041,68.9487,31.0513,0,0.0028,0.0012,0,0.0044,73.0594,26.9406,0,0.002757946,0,0,0,0.001242054,0,0
430,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0202,43.367,7.902,2,149,0.004,0,0,0.001,0.003,0,0,0,0.01,0.01,0.0098,57.551,42.449,0,0.0058,0.0042,0,0.0105,60.8944,39.1056,0,0.005755102,0,0,0.000357143,0.003887755,0,0
431,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0203,43.367,7.902,2,119,0.008,0,0,0.009,0.008,0,0,0,0.029,0.029,0.0246,45.8723,54.1277,0,0.0133,0.0157,0,0.0274,46.7665,53.2335,0,0.013302969,0,0,0.003714925,0.011982107,0,0
432,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0204,43.367,7.902,2,100,0.024,0,0,0.02,0.024,0,0.008,0,0.079,0.079,0.0794,42.6196,47.204,10.1763,0.0337,0.0373,0.008,0.0852,45.0916,46.6416,8.2668,0.033669521,0,0,0.006964736,0.030326448,0,0.008039295
433,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0205,43.367,7.902,2,70,0.059,0.01,0.002,0.064,0.058,0.007,0.05,0,0.24,0.24,0.2511,38.7501,38.7382,22.5117,0.093,0.093,0.054,0.278,39.9712,39.6906,20.3382,0.079522046,0.013478313,0.00114709,0.021412355,0.070412236,0.00575457,0.04827339
434,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0206,43.367,7.902,2,55,0.064,0.018,0.004,0.085,0.136,0.031,0.08,0,0.446,0.446,0.428,27.0172,47.8724,25.1104,0.1205,0.2135,0.112,0.4781,27.7067,45.9609,26.3324,0.094046127,0.026450473,0.002501227,0.03100479,0.180004954,0.027784461,0.084207968
435,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0207,43.367,7.902,2,40,0.036,0.039,0.005,0.071,0.248,0.048,0.07,0,0.536,0.536,0.5605,18.8657,61.1571,19.9772,0.1011,0.3278,0.1071,0.6169,19.8959,56.1894,23.9147,0.048537767,0.052582581,0.002868662,0.023762087,0.301171299,0.039472794,0.06760481
436,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0208,43.367,7.902,2,29,0.021,0.027,0.004,0.044,0.131,0.028,0.029,0,0.324,0.324,0.3052,22.1742,60.3401,17.4857,0.0718,0.1955,0.0567,0.3448,22.8226,55.2394,21.938,0.031431885,0.040412424,0.002547671,0.016347553,0.176606644,0.025561628,0.031092196
437,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0209,43.367,7.902,2,20,0.009,0.012,0.002,0.017,0.057,0.015,0.013,0,0.159,0.159,0.1352,21.9041,58.8401,19.2558,0.0348,0.0936,0.0306,0.1551,22.2079,53.1016,24.6905,0.014926099,0.019901465,0.001411451,0.006998447,0.085145806,0.015173103,0.015443631
438,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0210,43.367,7.902,2,9,0.003,0.003,0,0.004,0.012,0.014,0,0,0.047,0.047,0.0371,22.7787,44.8034,32.4179,0.0107,0.0211,0.0152,0.0513,19.1191,32.0405,48.8404,0.005352989,0.005352989,0,0.001771675,0.019285945,0.015236403,0
439,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0210,43.367,7.902,2,9,0.003,0.002,0,0.004,0.012,0.016,0.003,0,0.048,0.048,0.0405,17.416,41.1067,41.4773,0.0084,0.0197,0.0199,0.0559,14.5721,29.4307,55.9971,0.00501581,0.003343874,0,0.001660079,0.018071146,0.016316206,0.003592885
440,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0211,43.367,7.902,2,5,0.002,0.003,0.001,0.003,0.009,0.012,0,0,0.045,0.045,0.0305,23.1527,42.9557,33.8916,0.0104,0.0193,0.0153,0.0447,18.3587,33.6091,48.0322,0.004167488,0.006251232,0.0008867,0.001551724,0.016891626,0.015251232,0
441,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0211,43.367,7.902,2,5,0.003,0.003,0.001,0.003,0.01,0.012,0.002,0,0.045,0.045,0.0352,24.0683,40.825,35.1067,0.0108,0.0184,0.0158,0.0493,19.9147,32.907,47.1782,0.005415363,0.005415363,0.000768137,0.001344239,0.01625889,0.013211949,0.00258606
442,24,13,7,2003,14.12,2003-07-13,boussole,B0703-0211,43.367,7.902,2,5,0.002,0.003,0.001,0.003,0.01,0.013,0,0,0.042,0.042,0.0326,21.639,44.0454,34.3155,0.0091,0.0185,0.0144,0.0477,17.2153,33.9904,48.7943,0.003635359,0.005453039,0.000773481,0.001353591,0.016372007,0.014412523,0
